date,serum,virus,replicate,concentration,fraction infectivity
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.5442,0.0005878
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.1555,0.03508
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.04443,0.2738
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.01269,0.6144
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.003627,0.7596
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.001036,0.9548
2025-07-24,Suptavumab IgG,RSV A2020 3,2,0.0002961,0.918
2025-07-24,Suptavumab Fab,RSV A2020 3,1,500,0.0002245
2025-07-24,Suptavumab Fab,RSV A2020 3,1,100,0.0003511
2025-07-24,Suptavumab Fab,RSV A2020 3,1,20,0.0003501
2025-07-24,Suptavumab Fab,RSV A2020 3,1,4,0.0003524
2025-07-24,Suptavumab Fab,RSV A2020 3,1,0.8,0.004546
2025-07-24,Suptavumab Fab,RSV A2020 3,1,0.16,0.206
2025-07-24,Suptavumab Fab,RSV A2020 3,1,0.032,0.6238
2025-07-24,Suptavumab Fab,RSV A2020 3,1,0.0064,1.065
2025-07-24,Suptavumab Fab,RSV A2020 3,1,0.00128,1.019
2025-07-24,Suptavumab Fab,RSV A2020 3,2,500,0.0005755
2025-07-24,Suptavumab Fab,RSV A2020 3,2,100,0.0002668
2025-07-24,Suptavumab Fab,RSV A2020 3,2,20,0.0002478
2025-07-24,Suptavumab Fab,RSV A2020 3,2,4,0.001797
2025-07-24,Suptavumab Fab,RSV A2020 3,2,0.8,0.001518
2025-07-24,Suptavumab Fab,RSV A2020 3,2,0.16,0.1927
2025-07-24,Suptavumab Fab,RSV A2020 3,2,0.032,0.6943
2025-07-24,Suptavumab Fab,RSV A2020 3,2,0.0064,1.012
2025-07-24,Suptavumab Fab,RSV A2020 3,2,0.00128,1.053
2025-07-24,Suptavumab IgG,RSV B2024 3,1,6.667,1.116
2025-07-24,Suptavumab IgG,RSV B2024 3,1,1.905,1.126
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.5442,0.9942
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.1555,1.224
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.04443,1.033
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.01269,1.208
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.003627,0.9318
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.001036,0.8889
2025-07-24,Suptavumab IgG,RSV B2024 3,1,0.0002961,0.8866
2025-07-24,Suptavumab IgG,RSV B2024 3,2,6.667,1.254
2025-07-24,Suptavumab IgG,RSV B2024 3,2,1.905,1.216
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.5442,1.029
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.1555,1.199
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.04443,1.048
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.01269,1.075
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.003627,0.949
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.001036,0.9962
2025-07-24,Suptavumab IgG,RSV B2024 3,2,0.0002961,0.9459
2025-07-24,Suptavumab Fab,RSV B2024 3,1,500,1.117
2025-07-24,Suptavumab Fab,RSV B2024 3,1,100,1.097
2025-07-24,Suptavumab Fab,RSV B2024 3,1,20,1.223
2025-07-24,Suptavumab Fab,RSV B2024 3,1,4,1.048
2025-07-24,Suptavumab Fab,RSV B2024 3,1,0.8,1.183
2025-07-24,Suptavumab Fab,RSV B2024 3,1,0.16,1.234
2025-07-24,Suptavumab Fab,RSV B2024 3,1,0.032,1.106
2025-07-24,Suptavumab Fab,RSV B2024 3,1,0.0064,1.017
2025-07-24,Suptavumab Fab,RSV B2024 3,1,0.00128,0.9787
2025-07-24,Suptavumab Fab,RSV B2024 3,2,500,1.147
2025-07-24,Suptavumab Fab,RSV B2024 3,2,100,1.181
2025-07-24,Suptavumab Fab,RSV B2024 3,2,20,1.226
2025-07-24,Suptavumab Fab,RSV B2024 3,2,4,1.039
2025-07-24,Suptavumab Fab,RSV B2024 3,2,0.8,1.308
2025-07-24,Suptavumab Fab,RSV B2024 3,2,0.16,1.337
2025-07-24,Suptavumab Fab,RSV B2024 3,2,0.032,1.26
2025-07-24,Suptavumab Fab,RSV B2024 3,2,0.0064,1.183
2025-07-24,Suptavumab Fab,RSV B2024 3,2,0.00128,1.089
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,6.667,0.002919
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,1.905,0.003359
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.5442,0.003431
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.1555,0.00358
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.04443,0.06671
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.01269,0.3344
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.003627,0.4693
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.001036,0.635
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,1,0.0002961,0.6666
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,6.667,0.0004945
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,1.905,0.0003691
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.5442,0.0004212
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.1555,0.0006889
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.04443,0.07269
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.01269,0.288
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.003627,0.5263
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.001036,0.6759
2025-08-28,Nirsevimab IgG,RSV Long F K201S ,2,0.0002961,0.7981
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,500,0.0004806
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,100,0.0005501
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,20,0.00637
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,4,0.09476
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,0.8,0.3662
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,0.16,0.7295
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,0.032,0.7554
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,0.0064,0.7862
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,1,0.00128,0.7113
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,500,0.003502
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,100,0.003558
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,20,0.009339
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,4,0.1011
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,0.8,0.3807
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,0.16,0.6987
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,0.032,0.6589
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,0.0064,0.7058
2025-08-28,Nirsevimab Fab,RSV Long F K201S ,2,0.00128,0.726
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,6.667,0.00369
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,1.905,0.003423
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.5442,0.003601
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.1555,0.003501
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.04443,0.009735
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.01269,0.289
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.003627,0.5455
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.001036,0.7858
2025-08-28,Nirsevimab IgG,RSV Long F WT ,1,0.0002961,0.8742
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,6.667,0.0003109
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,1.905,0.0003918
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.5442,0.0004631
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.1555,0.0005289
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.04443,0.007476
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.01269,0.2747
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.003627,0.6113
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.001036,0.8104
2025-08-28,Nirsevimab IgG,RSV Long F WT ,2,0.0002961,0.8216
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,500,0.0004965
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,100,0.001369
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,20,0.0005391
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,4,0.0006555
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,0.8,0.0007735
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,0.16,0.009833
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,0.032,0.3212
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,0.0064,0.7312
2025-08-28,Nirsevimab Fab,RSV Long F WT ,1,0.00128,0.8004
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,500,0.004246
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,100,0.004164
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,20,0.004266
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,4,0.003947
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,0.8,0.004362
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,0.16,0.008726
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,0.032,0.2451
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,0.0064,0.6633
2025-08-28,Nirsevimab Fab,RSV Long F WT ,2,0.00128,0.7619
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,6.667,0.003906
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,1.905,0.004274
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.5442,0.005285
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.1555,0.004244
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.04443,0.06149
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.01269,0.3459
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.003627,0.7329
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.001036,0.8719
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,1,0.0002961,1.014
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,6.667,0.000396
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,1.905,0.0005514
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.5442,0.0005454
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.1555,0.0007678
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.04443,0.05576
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.01269,0.3429
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.003627,0.7375
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.001036,0.8926
2025-08-28,Nirsevimab IgG,RSV Long F K68Q ,2,0.0002961,1.015
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,500,0.000586
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,100,0.0006476
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,20,0.0007223
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,4,0.0008956
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,0.8,0.003996
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,0.16,0.2068
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,0.032,0.7596
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,0.0064,1.016
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,1,0.00128,1.089
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,500,0.004582
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,100,0.004726
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,20,0.004467
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,4,0.00456
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,0.8,0.01005
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,0.16,0.2431
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,0.032,0.8122
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,0.0064,1.065
2025-08-28,Nirsevimab Fab,RSV Long F K68Q ,2,0.00128,1.002
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,6.667,0.004759
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,1.905,0.004961
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.5442,0.004638
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.1555,0.006076
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.04443,0.1184
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.01269,0.5345
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.003627,0.6862
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.001036,0.9016
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,1,0.0002961,0.8599
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,6.667,0.0005481
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,1.905,0.000601
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.5442,0.0005013
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.1555,0.001079
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.04443,0.09421
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.01269,0.4242
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.003627,0.6523
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.001036,0.8913
2025-08-28,Nirsevimab IgG,RSV Long F K68N ,2,0.0002961,0.9666
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,500,0.001448
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,100,0.0007747
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,20,0.0009004
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,4,0.001028
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,0.8,0.001204
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,0.16,0.08375
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,0.032,0.5913
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,0.0064,0.7931
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,1,0.00128,0.9487
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,500,0.006073
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,100,0.005294
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,20,0.005034
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,4,0.005324
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,0.8,0.004967
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,0.16,0.06345
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,0.032,0.6665
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,0.0064,0.8246
2025-08-28,Nirsevimab Fab,RSV Long F K68N ,2,0.00128,0.8572
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,6.667,0.003598
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,1.905,0.004081
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.5442,0.004187
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.1555,0.006657
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.04443,0.1247
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.01269,0.4549
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.003627,0.7906
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.001036,0.7357
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,1,0.0002961,0.7332
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,6.667,0.0004189
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,1.905,0.0005991
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.5442,0.001774
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.1555,0.001179
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.04443,0.125
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.01269,0.5611
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.003627,0.7154
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.001036,0.8017
2025-08-28,Nirsevimab IgG,RSV Long F K201T ,2,0.0002961,0.854
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,500,0.0006144
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,100,0.000756
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,20,0.0008957
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,4,0.00626
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,0.8,0.1979
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,0.16,0.3538
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,0.032,0.7068
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,0.0064,0.8256
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,1,0.00128,1.013
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,500,0.009068
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,100,0.004404
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,20,0.004541
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,4,0.008581
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,0.8,0.1853
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,0.16,0.5864
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,0.032,0.7972
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,0.0064,0.7794
2025-08-28,Nirsevimab Fab,RSV Long F K201T ,2,0.00128,1.172
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,6.667,0.0001113
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,1.905,0.000115
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.5442,0.005735
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.1555,0.07525
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.04443,0.3307
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.01269,0.5697
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.003627,0.7469
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.001036,0.7566
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,1,0.0002961,0.9068
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,6.667,6.51e-05
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,1.905,0.001323
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.5442,0.005416
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.1555,0.08573
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.04443,0.3711
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.01269,0.7437
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.003627,0.7091
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.001036,0.9651
2025-10-02,Nirsevimab IgG,RSV B1 F WT ,2,0.0002961,0.8438
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,500,0.001522
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,100,0.01717
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,20,0.1093
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,4,0.3972
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,0.8,0.7899
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,0.16,0.8766
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,0.032,0.8752
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,0.0064,1.039
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,1,0.00128,0.9554
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,500,0.0002386
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,100,0.02828
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,20,0.1311
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,4,0.3676
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,0.8,0.7434
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,0.16,0.8541
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,0.032,0.8374
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,0.0064,1.068
2025-10-02,Nirsevimab Fab,RSV B1 F WT ,2,0.00128,0.9048
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,6.667,0.005615
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,1.905,0.105
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.5442,0.2607
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.1555,0.629
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.04443,0.9075
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.01269,1.031
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.003627,0.8934
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.001036,1.155
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,1,0.0002961,1.043
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,6.667,0.006182
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,1.905,0.09105
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.5442,0.3324
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.1555,0.5833
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.04443,0.8959
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.01269,0.9782
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.003627,1.085
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.001036,0.9807
2025-10-02,Nirsevimab IgG,RSV B1 F N201S ,2,0.0002961,1.121
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,500,0.06275
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,100,0.3678
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,20,0.8957
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,4,0.976
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,0.8,1.013
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,0.16,1.07
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,0.032,1.106
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,0.0064,1.068
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,1,0.00128,0.8769
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,500,0.05826
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,100,0.3593
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,20,0.7803
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,4,1.011
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,0.8,0.9762
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,0.16,1.104
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,0.032,1.02
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,0.0064,1.059
2025-10-02,Nirsevimab Fab,RSV B1 F N201S ,2,0.00128,0.9975
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,6.667,0.01037
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,1.905,0.1503
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.5442,0.4246
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.1555,0.8352
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.04443,0.8758
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.01269,0.9254
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.003627,0.9248
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.001036,0.9627
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,1,0.0002961,1.036
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,6.667,0.0191
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,1.905,0.2078
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.5442,0.4837
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.1555,0.887
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.04443,0.9491
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.01269,0.9687
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.003627,0.9167
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.001036,0.8045
2025-10-02,Nirsevimab IgG,RSV B1 F N201T ,2,0.0002961,0.945
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,500,0.2955
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,100,0.6005
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,20,0.8627
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,4,0.8344
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,0.8,0.8766
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,0.16,0.8976
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,0.032,0.8459
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,0.0064,1.048
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,1,0.00128,0.8853
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,500,0.2892
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,100,0.656
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,20,0.8344
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,4,0.9406
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,0.8,0.8461
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,0.16,0.8578
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,0.032,0.909
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,0.0064,1.001
2025-10-02,Nirsevimab Fab,RSV B1 F N201T ,2,0.00128,1.029
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,6.667,0.01472
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,1.905,0.125
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.5442,0.523
